ID,weight_BEFORE_bronze,weight_AFTER_gold,freight_BEFORE_bronze,freight_AFTER_gold,vendor_BEFORE_bronze,vendor_AFTER_gold,delay_days,is_delayed,delay_probability,risk_category
38253,544,544.0,9141.18,9141.18,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.017,LOW
38266,1361,1361.0,24410.67,24410.67,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.169,LOW
38273,10536,10536.0,4957.81,4957.81,CIPLA LIMITED,CIPLA LIMITED,15,1,0.32,MEDIUM
38293,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.01,LOW
38294,426,426.0,2251.94,2251.94,CIPLA LIMITED,CIPLA LIMITED,0,0,0.095,LOW
38299,1089,1089.0,2006.63,2006.63,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.028,LOW
38308,143,143.0,2251.42,2251.42,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.018,LOW
38312,58,58.0,776.62,776.62,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.004,LOW
38318,79,79.0,2158.88,2158.88,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.008,LOW
38368,4528,4528.0,6369.79,6369.79,Aurobindo Pharma Limited,Aurobindo Pharma Limited,28,1,0.374,MEDIUM
38396,4117,4117.0,35943.58,35943.58,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.37,MEDIUM
38409,200,200.0,2918.12,2918.12,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
38417,3435,3435.0,34730.62,34730.62,"Orgenics, Ltd","Orgenics, Ltd",8,1,0.706,HIGH
38418,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.003,LOW
38431,978,978.0,10159.15,10159.15,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.049,LOW
38480,472,472.0,6969.97,6969.97,MICRO LABS LIMITED,MICRO LABS LIMITED,0,0,0.009,LOW
38504,4,4.0,593.8,593.8,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
38507,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
38510,Weight Captured Separately,1047.0,Invoiced Separately,,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.042,LOW
38538,"See ASN-18406 (ID#:14871)",1047.0,"See ASN-18406 (ID#:14871)",,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.013,LOW
38567,"See ASN-16852 (ID#:25990)",1047.0,"See ASN-16852 (ID#:25990)",,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.054,LOW
38571,Weight Captured Separately,1047.0,Invoiced Separately,,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.006,LOW
38573,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.007,LOW
38590,41,41.0,717,717.0,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.002,LOW
38596,1360,1360.0,20067.34,20067.34,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.12,LOW
38600,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
38611,4262,4262.0,27262.44,27262.44,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.015,LOW
38613,"See ASN-27241 (ID#:23488)",1047.0,"See ASN-27241 (ID#:23488)",,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
38619,3458,3458.0,19839.26,19839.26,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.013,LOW
38632,8385,8385.0,12336.45,12336.45,MICRO LABS LIMITED,MICRO LABS LIMITED,0,0,0.031,LOW
38662,114,114.0,3278.11,3278.11,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.01,LOW
38759,7683,7683.0,7073.56,7073.56,GLAXOSMITHKLINE EXPORT LIMITED,GLAXOSMITHKLINE EXPORT LIMITED,0,0,0.035,LOW
38762,1573,1573.0,9316.91,9316.91,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.06,LOW
38793,1102,1102.0,26846.59,26846.59,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.296,LOW
38796,1329,1329.0,13394.09,13394.09,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.225,LOW
38827,1,1.0,283.21,283.21,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.02,LOW
38831,197,197.0,2708.04,2708.04,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.001,LOW
38843,Weight Captured Separately,1047.0,Invoiced Separately,,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.02,LOW
38913,350,350.0,8363.61,8363.61,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.05,LOW
38914,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
38949,Weight Captured Separately,1047.0,11770.87,11770.87,ASPEN PHARMACARE,ASPEN PHARMACARE,0,0,0.263,LOW
38951,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
38955,3655,3655.0,25636.67,25636.67,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.005,LOW
38992,Weight Captured Separately,1047.0,Invoiced Separately,,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.026,LOW
39014,334,334.0,2335.9,2335.9,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.005,LOW
39017,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.009,LOW
39025,257,257.0,1167.97,1167.97,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.001,LOW
39029,1726,1726.0,35753.93,35753.93,Aurobindo Pharma Limited,Aurobindo Pharma Limited,43,1,0.37,MEDIUM
39045,2555,2555.0,2347.77,2347.77,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.18,LOW
39053,175,175.0,4803.06,4803.06,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.009,LOW
39065,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
39075,47,47.0,379.65,379.65,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.0,LOW
39088,640,640.0,6185.25,6185.25,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.016,LOW
39105,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.008,LOW
39133,2,2.0,925.04,925.04,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.006,LOW
39156,"See ASN-6341 (ID#:29298)",1047.0,"See ASN-6341 (ID#:29298)",,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.003,LOW
39182,16234,16234.0,14439.17,14439.17,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.146,LOW
39184,1346,1346.0,34282.33,34282.33,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.216,LOW
39208,4,4.0,889.55,889.55,EMCURE PHARMACEUTICALS LTD,EMCURE PHARMACEUTICALS LTD,0,0,0.017,LOW
39223,1445,1445.0,10719.64,10719.64,"Orgenics, Ltd","Orgenics, Ltd",19,1,0.304,MEDIUM
39226,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
39242,1411,1411.0,13150.21,13150.21,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.208,LOW
39263,5359,5359.0,18473.57,18473.57,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.017,LOW
39291,120,120.0,1487.76,1487.76,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.004,LOW
39343,8969,8969.0,7175.27,7175.27,CIPLA LIMITED,CIPLA LIMITED,0,0,0.119,LOW
39353,7965,7965.0,13688.03,13688.03,CIPLA LIMITED,CIPLA LIMITED,0,0,0.079,LOW
39391,2523,2523.0,4784.19,4784.19,HETERO LABS LIMITED,HETERO LABS LIMITED,-3,0,0.012,LOW
39393,1051,1051.0,11208.38,11208.38,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.132,LOW
39427,254,254.0,881.33,881.33,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.001,LOW
39441,5999,5999.0,25383.34,25383.34,CIPLA LIMITED,CIPLA LIMITED,0,0,0.025,LOW
39452,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.003,LOW
39453,"See ASN-31750 (ID#:19272)",1047.0,"See ASN-31750 (ID#:19272)",,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
39489,Weight Captured Separately,1047.0,Invoiced Separately,,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.002,LOW
39495,255,255.0,4204.67,4204.67,Hoffmann-La Roche ltd Basel,Hoffmann-La Roche ltd Basel,0,0,0.009,LOW
39509,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
39547,679,679.0,11163.49,11163.49,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.072,LOW
39556,248,248.0,6654.24,6654.24,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
39575,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.009,LOW
39589,979,979.0,6161.47,6161.47,CIPLA LIMITED,CIPLA LIMITED,0,0,0.015,LOW
39606,1636,1636.0,21087.7,21087.7,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.009,LOW
39615,24,24.0,1059.59,1059.59,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.006,LOW
39631,2323,2323.0,7326.63,7326.63,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.117,LOW
39647,2675,2675.0,9656.19,9656.19,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.041,LOW
39658,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
39659,638,638.0,16189.94,16189.94,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.03,LOW
39661,9684,9684.0,7898.15,7898.15,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.228,LOW
39708,546,546.0,4901.51,4901.51,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.005,LOW
39724,2666,2666.0,21695.97,21695.97,Aurobindo Pharma Limited,Aurobindo Pharma Limited,32,1,0.311,MEDIUM
39769,2,2.0,980.7,980.7,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.009,LOW
39794,864,864.0,14314.83,14314.83,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.04,LOW
39799,6918,6918.0,22886.81,22886.81,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.012,LOW
39823,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
39833,"See ASN-26927 (ID#:26612)",1047.0,"See ASN-26927 (ID#:26612)",,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.012,LOW
39850,329,329.0,1731.89,1731.89,ACTION MEDEOR E.V.,ACTION MEDEOR E.V.,0,0,0.003,LOW
39873,1272,1272.0,3824.06,3824.06,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.006,LOW
39895,2676,2676.0,35281.73,35281.73,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.007,LOW
39920,571,571.0,5161.55,5161.55,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.007,LOW
39933,1456,1456.0,2984,2984.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.007,LOW
39966,500,500.0,5061.46,5061.46,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.002,LOW
39967,76,76.0,1921.02,1921.02,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.007,LOW
39971,18,18.0,612.07,612.07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.007,LOW
40033,424,424.0,1488.99,1488.99,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.024,LOW
40044,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
40070,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
40100,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
40136,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.002,LOW
40152,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.005,LOW
40205,191,191.0,2796.58,2796.58,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
40209,4113,4113.0,30130.82,30130.82,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.016,LOW
40214,3865,3865.0,5678.36,5678.36,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.011,LOW
40255,Weight Captured Separately,1047.0,Invoiced Separately,,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.007,LOW
40274,292,292.0,4462.61,4462.61,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
40286,65,65.0,985.26,985.26,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.003,LOW
40351,"See ASN-13412 (ID#:16085)",1047.0,"See ASN-13412 (ID#:16085)",,AMSTELFARMA B.V.,AMSTELFARMA B.V.,0,0,0.04,LOW
40364,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,Aurobindo Pharma Limited,Aurobindo Pharma Limited,64,1,0.586,MEDIUM
40365,Weight Captured Separately,1047.0,Invoiced Separately,,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.029,LOW
40373,10,10.0,910.73,910.73,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
40379,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.002,LOW
40443,1232,1232.0,2769.45,2769.45,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.014,LOW
40479,278,278.0,5656.74,5656.74,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.004,LOW
40484,1474,1474.0,15687.32,15687.32,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.093,LOW
40490,"See ASN-27241 (ID#:23488)",1047.0,"See ASN-27241 (ID#:23488)",,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
40496,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
40498,1061,1061.0,2454.99,2454.99,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.009,LOW
40555,Weight Captured Separately,1047.0,Invoiced Separately,,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),-7,0,0.013,LOW
40580,2268,2268.0,37942.89,37942.89,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.077,LOW
40584,391,391.0,659.58,659.58,Aurobindo Pharma Limited,Aurobindo Pharma Limited,31,1,0.505,MEDIUM
40598,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
40608,18,18.0,1190.02,1190.02,ASPEN PHARMACARE,ASPEN PHARMACARE,0,0,0.002,LOW
40620,994,994.0,12838.85,12838.85,"Orgenics, Ltd","Orgenics, Ltd",13,1,0.219,LOW
40627,9282,9282.0,15222.94,15222.94,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.044,LOW
40657,38,38.0,447.73,447.73,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.0,LOW
40665,17367,17367.0,161962.32,161962.32,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.007,LOW
40680,480,480.0,5325.3,5325.3,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.025,LOW
40702,"See ASN-31321 (ID#:30363)",1047.0,"See ASN-31321 (ID#:30363)",,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.156,LOW
40762,2709,2709.0,11409.29,11409.29,Aurobindo Pharma Limited,Aurobindo Pharma Limited,5,1,0.04,LOW
40779,3611,3611.0,24079.79,24079.79,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.084,LOW
40790,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.008,LOW
40791,1073,1073.0,5221.88,5221.88,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.079,LOW
40798,7293,7293.0,6560.34,6560.34,GLAXOSMITHKLINE EXPORT LIMITED,GLAXOSMITHKLINE EXPORT LIMITED,0,0,0.035,LOW
40812,3889,3889.0,31784.09,31784.09,EMCURE PHARMACEUTICALS LTD,EMCURE PHARMACEUTICALS LTD,0,0,0.166,LOW
40821,1278,1278.0,15106.61,15106.61,CIPLA LIMITED,CIPLA LIMITED,-10,0,0.011,LOW
40836,331,331.0,5766.83,5766.83,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.228,LOW
40840,"See ASN-28279 (ID#:13547)",1047.0,"See ASN-28279 (ID#:13547)",,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
40841,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
40851,294,294.0,4339.64,4339.64,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.005,LOW
40868,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.011,LOW
40894,1222,1222.0,22041.41,22041.41,"Orgenics, Ltd","Orgenics, Ltd",1,1,0.173,LOW
40901,10144,10144.0,8809.08,8809.08,Aurobindo Pharma Limited,Aurobindo Pharma Limited,13,1,0.302,MEDIUM
40923,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,Aurobindo Pharma Limited,Aurobindo Pharma Limited,30,1,0.646,MEDIUM
40933,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.006,LOW
40934,15,15.0,493.42,493.42,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.003,LOW
40935,Weight Captured Separately,1047.0,Invoiced Separately,,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.039,LOW
40936,"See ASN-17176 (ID#:20219)",1047.0,"See ASN-17176 (ID#:20219)",,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.006,LOW
40942,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0,0,0.002,LOW
40950,39,39.0,790.71,790.71,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.003,LOW
40963,2498,2498.0,30648.28,30648.28,"Orgenics, Ltd","Orgenics, Ltd",-3,0,0.148,LOW
41011,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.006,LOW
41022,11917,11917.0,17266.6,17266.6,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.069,LOW
41032,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
41042,"See ASN-14875 (ID#:35053)",1047.0,"See ASN-14875 (ID#:35053)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.019,LOW
41045,2044,2044.0,10883.65,10883.65,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.058,LOW
41056,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.006,LOW
41062,43,43.0,453.31,453.31,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.003,LOW
41092,338,338.0,3845.67,3845.67,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.036,LOW
41096,27,27.0,938.06,938.06,Aurobindo Pharma Limited,Aurobindo Pharma Limited,8,1,0.362,MEDIUM
41099,5663,5663.0,5298.02,5298.02,CIPLA LIMITED,CIPLA LIMITED,40,1,0.205,LOW
41132,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.008,LOW
41146,624,624.0,4756.06,4756.06,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.02,LOW
41162,482,482.0,2386.35,2386.35,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.005,LOW
41184,5200,5200.0,5953.37,5953.37,Aurobindo Pharma Limited,Aurobindo Pharma Limited,13,1,0.118,LOW
41201,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.012,LOW
41214,28678,28678.0,118541.26,118541.26,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.007,LOW
41222,3497,3497.0,40917.19,40917.19,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.453,MEDIUM
41232,659,659.0,5586.53,5586.53,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.005,LOW
41238,68,68.0,555.49,555.49,IMRES B.V.,IMRES B.V.,0,0,0.006,LOW
41260,2406,2406.0,4219.32,4219.32,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.083,LOW
41279,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
41282,43,43.0,1324.43,1324.43,BIO-RAD LABORATORIES (FRANCE),BIO-RAD LABORATORIES (FRANCE),0,0,0.011,LOW
41288,3347,3347.0,7414.66,7414.66,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.062,LOW
41298,Weight Captured Separately,1047.0,Invoiced Separately,,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.006,LOW
41301,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.002,LOW
41302,9057,9057.0,55886.43,55886.43,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.032,LOW
41304,3991,3991.0,34670.93,34670.93,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.036,LOW
41368,100,100.0,3806.01,3806.01,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.007,LOW
41381,"See ASN-18919 (ID#:14578)",1047.0,"See ASN-18919 (ID#:14578)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.108,LOW
